content,create_date_time,liked_count,comments_count,shared_count,ip_location,gender
蜜雪冰城最不该把那个喝起来臭臭的绿茶下架了 ,2025-03-22 20:25:54+08:00,0,0,0,河南,f
我，想点一杯网上说的四块钱一杯有真柠檬片的柠檬水。  店员，其他地区四块，上海五块，就是菜单上的“冰鲜柠檬水”  我，好的好的，就点一杯这个，少冰少糖。 然后用了碰一碰支付，两元优惠立减，最后实际付款三元。  人生第一杯蜜雪冰城，心里默念“为了让柠檬片不隔夜，而点单” ...全文,2025-03-22 20:24:56+08:00,0,0,0,上海,f
那妳告诉我，我用AI创作的歌曲版权归谁？归AI吗？可是我已经付费使用AI了，相当于获得了使用AI创作的权限，在AI创作的基础上，我还可以继续二创，三创，四创....那你说说，我有没有这首歌的版权？其实一谈论到『版权』这两个字，无非就是在谈论『名利』。我说过，知识产权固然重要，但要用对地方 ...全文,2025-03-22 20:24:25+08:00,0,0,0,重庆,f
那妳告诉我，我用AI创作的歌曲版权归谁？归AI吗？可是我已经付费使用AI了，相当于获得了使用AI创作的权限，在AI创作的基础上，我还可以继续二创，三创，四创....那你说说，我有没有这首歌的版权？其实一谈论到『版权』这两个字，无非就是在谈论『名利』。我说过，知识产权固然重要，但要用对地方 ...全文,2025-03-22 20:24:25+08:00,0,0,0,重庆,f
以后可以喝蜜雪的美式，这下造价又下来了🥹 还有冰激凌还有圣代🤓 ,2025-03-22 20:23:02+08:00,0,0,0,湖南,f
蜜雪冰城在我心里塌房了 ,2025-03-22 20:22:42+08:00,0,1,0,山东,m
蜜雪冰城还是一如既往的火爆 ,2025-03-22 20:21:51+08:00,0,2,0,浙江,f
幸福多少钱 超过四块钱的话我就要买蜜雪冰城了 ,2025-03-22 11:10:22+08:00,74,10,4,浙江,f
点个蜜雪冰城都要领券的一群人抵制上高珠了 ,2025-03-22 20:20:03+08:00,8,0,1,浙江,f
#315晚会# 可笑吗 蜜雪冰城被调查的时候我有多慌张 ,2025-03-22 20:19:42+08:00,0,0,0,广西,f
雪王高能量去桃园的一天🍑这桃子看着真好吃 #蜜雪冰城溯源# #蜜桃四季春# 蜜雪冰城 蜜雪冰城的微博视频 ,2025-03-22 18:00:01+08:00,59,20,4,河南,m
蜜雪冰城(旗舰店版) ,2025-03-22 20:18:45+08:00,0,2,0,山东,f
是不是因为西江千户苗寨房租成本太高了？可是没有客流的店好多啊，店员的目光都是呆滞和死气沉沉的。而且我的想法真的能代表大家吗？虽然游客很多，但是愿意花钱去做全身精油或者泰式按摩的有多少人，大家会买杯10元的蜜雪冰城，但也许不会花二线城市的正常价格去做全身按摩。这里就要考验广告学和心理 ...全文,2025-03-22 20:18:43+08:00,0,0,0,贵州,m
#315晚会# 可笑吗 蜜雪冰城被调查的时候我有多慌张 ,2025-03-22 20:19:42+08:00,0,0,0,广西,f
雪王高能量去桃园的一天🍑这桃子看着真好吃 #蜜雪冰城溯源# #蜜桃四季春# 蜜雪冰城 蜜雪冰城的微博视频 ,2025-03-22 18:00:01+08:00,59,20,4,河南,m
蜜雪冰城(旗舰店版) ,2025-03-22 20:18:45+08:00,0,2,0,山东,f
是不是因为西江千户苗寨房租成本太高了？可是没有客流的店好多啊，店员的目光都是呆滞和死气沉沉的。而且我的想法真的能代表大家吗？虽然游客很多，但是愿意花钱去做全身精油或者泰式按摩的有多少人，大家会买杯10元的蜜雪冰城，但也许不会花二线城市的正常价格去做全身按摩。这里就要考验广告学和心理 ...全文,2025-03-22 20:18:43+08:00,0,0,0,贵州,m
你爱我，我爱你，蜜雪冰城甜蜜蜜～ ,2025-03-22 20:18:09+08:00,0,0,0,浙江,f
一个偏远的商场，蜜雪冰城五个人都搞不赢 等十分钟了 ,2025-03-22 20:16:24+08:00,0,0,0,重庆,f
路过蜜雪冰城 消费一笔 ,2025-03-22 18:28:53+08:00,54,15,0,浙江,f
今天是蜜雪冰城。 还有挂面和牛肉干~ ,2025-03-22 19:08:19+08:00,34,4,0,山西,f
霄云路美食节走一圈，人多的是烧烤和海鲜，还有蜜雪冰城 ,2025-03-22 20:15:58+08:00,0,0,0,北京,f
央视315晚会每年只有一次，却将宝贵的打假资源消耗在不痛不痒的蜜雪冰城身上，而不去关注更能震撼灵魂的食品安全问题。于是，全国大中小城市的蜜雪冰城们，店里人群仍然络绎不绝，对选择性打假发出了无声的抗议。权威又一次沦陷。#德叔说# ,2025-03-22 20:15:39+08:00,9,5,1,广东,m
雪王高能量去桃园的一天🍑这桃子看着真好吃 #蜜雪冰城溯源# #蜜桃四季春# 蜜雪冰城 蜜雪冰城的微博视频 ,2025-03-22 18:00:01+08:00,60,20,4,河南,m
蜜雪冰城改成24小时营业，315之后就有护短学生提出这个建议，没想到蜜雪冰城真采纳，现在没有隔夜柠檬了，只有熬夜的柠檬。  #蜜雪冰城被曝黑料网友凭啥护短##蜜雪冰城改24小时营业# ,2025-03-18 16:19:38+08:00,1383,57,27,湖北,m
路过蜜雪冰城 消费一笔 ,2025-03-22 18:28:53+08:00,56,15,0,浙江,f
#媒体围攻蜜雪冰城#  所以？蜜雪冰城被全网媒体攻击的这次，同时还查到沪上阿姨某家门店用过期小料？？？ 还篡改保质期标签？？？ 那他妈不比蜜雪冰城用隔夜柠檬严重啊？？？ 哪个媒体出来骂一句了啊？？？ ,2025-03-21 14:08:48+08:00,799,35,26,安徽,m
你们说， 蜜雪冰城被媒体咬住不放， 会不会是因为…… ,2025-03-22 07:20:51+08:00,1804,102,434,上海,m
蜜雪冰城做得很好… 但其他怎么没… ,2025-03-21 23:09:31+08:00,5882,238,113,北京,f
蜜雪冰城这个香芋糯米脆皮圣代好好吃 ,2025-03-22 14:43:20+08:00,109,41,2,辽宁,f
原来是湖北媒体曝光了蜜雪冰城隔夜柠檬片 那就不奇怪了。 蜜雪冰城是河南的企业。  湖北一些媒体在“黑”河南企业的道路上，那必须是狂飙。 因为湖北本地面粉企业搞不过质优价廉的豫花面粉，于是污蔑豫花面粉为毒面粉。几乎搞垮河南的优质企业。  上次极目新闻指责河南旅游营销女色，被网友骂到关闭评 ...全文,2025-03-22 08:17:40+08:00,64,20,6,重庆,f
#蜜雪冰城兼职三天喝了两杯奶茶被辞退了# 无论你们怎么麦通稿黑雪王，他都不会塌房，有群众基础在，315到现在这么久了，用315的名恶意抹黑雪王，315没提过半点，你们什么算盘不用说了吧。蜜雪冰城 萌萌哒红色小象的微博视频 ,2025-03-22 10:35:39+08:00,81,17,0,安徽,f
哇塞，我昨天赚了一杯蜜雪冰城的柠檬水 ,2025-03-22 09:38:28+08:00,32,31,0,广东,m
不行，蜜雪冰城的咖啡还是太难喝了 ,2025-03-22 21:19:01+08:00,0,0,0,陕西,m
一网友问:315为什么不打假老年人各种保健品忽悠店，却要去曝光蜜雪冰城的柠檬片？ ,2025-03-20 23:33:09+08:00,1009,98,57,山东,m
今天和我妈出去溜达吃了蜜雪冰城的香芋冰淇淋 正新甘梅大鸡排 还有青提糖葫芦 好开心啊啊啊啊和我妈出去就不怕想吃的吃不完了 因为可以两个人分着吃！ ,2025-03-22 21:18:12+08:00,0,0,0,河北,f
经常能看到有些人为了在朋友圈或者网上炫耀，硬着头皮买蜜雪冰城，虚荣心获得的认同感都是很虚假的。 要为了喝而买，而不是为了让朋友高看一眼才买，虽然我平时没事也会买蜜雪冰城，但是我从来都不会发到网上炫耀，第一是财不外露，如果经常发，很容易被人盯上。第二是觉得没必要，可能对于有的人来说 ...全文,2025-03-22 21:16:13+08:00,0,5,0,辽宁,f
#315蜜雪冰城#315给我柠檬水干涨价了呀！可真行#蜜雪冰城柠檬水#蜜雪冰城 ,2025-03-22 21:14:02+08:00,0,0,0,广东,f
蜜雪店里人比平常多，挺好，无耻的媒体开始输了。 ,2025-03-22 20:41:35+08:00,17,1,0,北京,m
快九点的时候我家楼下的蜜雪冰城还在排队，我甚至是提前在小程序下了单，还是到店等了将近二十分钟……这是为了不让柠檬片过夜所做出的必要的牺牲，虽然但是我点的是玫瑰雪顶😃好喝，上次的玫瑰撞奶，好喝！我本来是想买香芋的什么东西，但是售罄，大悲大悲 ,2025-03-22 21:13:50+08:00,0,1,0,河南,m
今晚庄寒雁真的好给力，真想带大家揭竿而起了呀，她拿着那个烛台的样子，还真的很像蜜雪冰城 ,2025-03-22 20:33:30+08:00,286,24,7,福建,f
中午买了牛肉、牛肚，老板给盛了一大锅牛肉汤，回家涮锅吃晚上带爱吃海鲜的小朋友吃面包蟹，评价就是难吃还好还有蒜蓉虾可以喂饱挑食的孩儿 昨天这家蜜雪冰城的冰淇淋打的太稀了马上就要融化的样子 ,2025-03-22 21:11:52+08:00,0,0,0,河南,f
做个蜜雪冰城的小组作业弄得一辈子都不想喝蜜雪冰城 我接下来把市面上所有烟酒的牌子都做个研报岂不是长命百岁 ,2025-03-22 21:11:20+08:00,0,1,0,新加坡,m
恭喜这几位中了蜜雪冰城的朋友 ,2025-03-22 20:50:51+08:00,28,9,0,福建,f
315严选#蜜雪冰城# ,2025-03-22 21:11:07+08:00,0,0,0,海南,f
这个好喝！！！感觉现在喝蜜雪冰城是一件很高端的事 ,2025-03-22 21:10:51+08:00,0,0,0,湖北,f
嗝，蜜雪冰城是唯一一个315后更火爆的 ,2025-03-22 21:10:41+08:00,0,0,0,天津,m
为什么上海开不起来蜜雪冰城 ,2025-03-21 22:40:52+08:00,26,42,0,广东,f
哈！张雪峰的金身又添一分！我妈刚喊我不要喝蜜雪冰城了，不好？我说咋不好？说315晚会都演了，不好。我说咋不好啊？就是不好！反复好几次，我妈生气了，说人家都说不好，你听着就是了，还问咋不好？对啊！媒体们多强啊，315晚会上蜜雪冰城的字都没有，就是连着造势，不知道的人都信，说雪王不好，可雪 ...全文,2025-03-22 21:08:37+08:00,0,0,0,山东,f
#蜜雪冰城山楂莓莓#踩雷，便宜但难喝 ,2025-03-22 21:08:35+08:00,0,1,0,上海,f
•今天又跟dream吃甜筒 去买的时候店员说香草的好硬挖不动，叫我们要不去隔壁蜜雪冰城买吧 •很久没喝可乐了 决定放弃抵抗 •陶艺课 第一次觉得自己小有天赋型选手 •别人陶泥斯斯文文一小块 我们简单粗暴粗鲁的二十斤 ,2025-03-22 21:08:06+08:00,0,0,0,广东,f
我有一杯喝了一半的蜜雪冰城在班里，我现在要回班去拿了 ,2025-03-22 21:07:21+08:00,1,4,0,河南,f
蜜雪冰城做得很好… 但其他怎么没… ,2025-03-21 23:09:31+08:00,5945,238,114,北京,f
下一年315爆出蜜雪冰城使用隔夜员工。我看你如何应对？  #蜜雪冰城改24小时营业# 三门峡 来自天鹅之城的小团团的微博视频 ,2025-03-18 14:22:45+08:00,1179,164,44,河南,m
路过蜜雪冰城 消费一笔 ,2025-03-22 18:28:53+08:00,58,15,0,浙江,f
蜜雪冰城这个香芋糯米脆皮圣代好好吃 ,2025-03-22 14:43:20+08:00,110,41,2,辽宁,f
雪王高能量去桃园的一天🍑这桃子看着真好吃 #蜜雪冰城溯源# #蜜桃四季春# 蜜雪冰城 蜜雪冰城的微博视频 ,2025-03-22 18:00:01+08:00,63,23,4,河南,m
你们说， 蜜雪冰城被媒体咬住不放， 会不会是因为…… ,2025-03-22 07:20:51+08:00,1969,109,470,上海,m
#蜜雪冰城兼职三天喝了两杯奶茶被辞退了# 无论你们怎么麦通稿黑雪王，他都不会塌房，有群众基础在，315到现在这么久了，用315的名恶意抹黑雪王，315没提过半点，你们什么算盘不用说了吧。蜜雪冰城 萌萌哒红色小象的微博视频 ,2025-03-22 10:35:39+08:00,84,17,0,安徽,f
蜜雪冰城用过夜柠檬又怎么了呢？作为一具尸体，能吃上柠檬也算有营养了 ,2025-03-22 10:08:40+08:00,25,2,3,天津,m
#蜜雪冰城兼职三天喝了两杯奶茶被辞退了#原来在蜜雪冰城兼职工资这么高！突然感觉自己亏大了！！ 来自Sunflower客户端的微博视频 ,2025-03-22 10:13:18+08:00,46,2,0,山东,m
门前一家蜜雪冰城貌似比以前更火了。 忍不住给玩伴们买了一兜子柠檬水，以及甜筒🍦 诶呀，有些人越是想打倒的，我就越是想挺它  蜜雪冰城#蜜雪冰城柠檬水# ,2025-03-22 17:48:42+08:00,14,5,2,河北,m
人生第一次抽到隐藏款，是蜜雪冰城的免费冰箱贴盲盒 ,2025-03-22 21:36:50+08:00,0,0,0,浙江,f
蜜雪冰城 喝柠檬水后肚子疼？一定是我吃错什么东西了早知道我不吃其他东西了 ,2025-03-22 21:35:05+08:00,0,0,0,福建,f
为了吃这一口跑了三家蜜雪冰城 ,2025-03-22 21:35:00+08:00,0,0,0,安徽,f
不用怀疑，中国绝大部分媒体人都恨死了#媒体评蜜雪冰城别把宽容变纵容# #媒体围攻蜜雪冰城#,2025-03-22 21:34:43+08:00,0,0,0,广东,m
蜜雪冰城门店8代设计 ,2025-03-22 12:00:00+08:00,14,0,2,黑龙江,m
我话讲完，谁赞成，谁反对。 #蜜雪冰城# ,2025-03-22 21:32:28+08:00,0,0,0,广东,m
小象超市的芋泥饼，蜜雪冰城的芋泥冰淇淋，朴正喜的芋泥牛乳酱炸鸡，我真的爱死了 ,2025-03-22 21:32:25+08:00,0,0,0,广东,f
打卡蜜雪冰城全球总部旗舰店 香芋冰淇淋吃啦！🍦可惜没有吃到葡萄味的 专属奶茶喝啦！🥤可惜很多款都卖完了～ 专属蛋糕吃啦！🍰芒果味的好好吃！🥭 周边产品买啦！二楼人多到寸步难行… 雪王地标打卡完成！也是要找好角度才行  ...全文,2025-03-22 21:31:09+08:00,1,1,0,河南,f
打卡蜜雪冰城全球总部旗舰店 香芋冰淇淋吃啦！🍦可惜没有吃到葡萄味的 专属奶茶喝啦！🥤可惜很多款都卖完了～ 专属蛋糕吃啦！🍰芒果味的好好吃！🥭 周边产品买啦！二楼人多到寸步难行… 雪王地标打卡完成！也是要找好角度才行  ...全文,2025-03-22 21:31:09+08:00,1,1,0,河南,f
今天去逛小吃街，蜜雪冰城全是人 隔夜柠檬反其道而行推广是真 ,2025-03-22 21:30:46+08:00,0,0,0,贵州,f
我是喝蜜雪冰城还是喜茶 ,2025-03-22 21:30:13+08:00,0,2,0,福建,f
蜜雪冰城香芋脆皮时代（糯米糍版）超级无敌好吃 ,2025-03-22 21:30:12+08:00,0,0,0,湖南,f
回国要尽快做的事： 1，看哪吒2 2，给全家人买蜜雪冰城，然后艾特北京日报。 ,2025-03-22 18:43:31+08:00,56,12,1,上海,m
太颠了 跟我室友去操场🏸 累了寻思去拿快递 背着球拍就去驿站了 我扛着一箱快递 她提着球拍 谁知道走半路球拍包的带子断了 只能改成抱着 两个馋鬼路过蜜雪冰城买了个甜筒和圣代 她吃我抗 心里过意不去 又去超市买了个针线盒 回到操场借着幽暗的光缝补破烂的袋子 轮到我吃圣代了 两个人研究半天终于打 ...全文,2025-03-22 21:28:42+08:00,0,0,0,山东,f
2025/3/22 今天和sym打羽毛球🏸 然后遇见了两个特别可爱和酷酷的两个小女孩 我们当时在教学楼大门前打羽毛球 然后来了两个女孩 她们在那里小声密谋 并开始猜拳 然后一个女孩子向我们走过来说同学你们好 我们可以一起打球吗。我们说我们很菜。她们说没关系的 都是随便玩。我们就开始打羽毛球了 ...全文,2025-03-22 21:28:41+08:00,0,0,0,江西,f
不要不开心了 等我有钱了把账还完了 熬过这阵子了 没压力了 手上有存款了 就给你买杯蜜雪冰城的柠檬水 ,2025-03-22 15:01:44+08:00,74,10,5,福建,m
为了买我的水晶项链 奶茶只喝蜜雪冰城了 晚饭也不吃了 ,2025-03-22 21:27:09+08:00,0,0,0,江苏,f
蜜雪冰城用隔夜柠檬，依然被原谅和喜爱。就是因为足够便宜。这就是你为啥没被开除的原因，也是大部分人的核心竞争力，不管职场还是感情，你只有够便宜，才有竞争力。 ,2025-03-22 20:09:08+08:00,18,0,5,广东,m
蜜雪冰城用隔夜柠檬，依然被原谅和喜爱。就是因为足够便宜。这就是你为啥没被开除的原因，也是大部分人的核心竞争力，不管职场还是感情，你只有够便宜，才有竞争力。 ,2025-03-22 20:09:08+08:00,18,0,5,广东,m
为什么说蜜雪冰城的柠檬水便宜 ,2025-03-21 15:06:26+08:00,206,34,1,广东,f
超级超级超级值得推荐！雪王香芋！！#蜜雪冰城# ,2025-03-22 21:25:22+08:00,0,0,0,江苏,f
什么叫良心？ 泰山顶上一瓶矿泉水都4块的时候， 蜜雪冰城冰鲜柠檬水才5块 ,2025-03-21 18:55:39+08:00,1562,83,37,广东,m
#和李耕耘一起健身打卡100天#李耕耘第四十一天打卡✓下午city walk了四个小时嘿嘿 吃了一个蜜雪冰城的香芋圣代差点被甜死血糖差一点起飞 ,2025-03-22 21:25:15+08:00,0,0,0,北京,f
蜜雪冰城放冰箱明天喝 ,2025-03-22 21:23:50+08:00,0,1,0,江苏,f
早饭星巴克三明治美式 中饭云南米线豆腐（喜茶龙井芝士糯糯） 晚饭芥末鱿鱼蜜雪冰城美式 老胡昨晚结石，今天一早在医院陪着 ,2025-03-22 21:23:46+08:00,0,0,0,湖北,m
雪王的吸引力超强 在证券上这叫羊群效应 ,2025-03-22 19:48:02+08:00,45,3,0,陕西,m
yes雪王可可爱爱的小零食 ,2025-03-22 21:22:35+08:00,0,0,0,浙江,f
蜜雪冰城的香芋脆皮圣代冰淇淋谁还没吃  香疯了连吃两天 ,2025-03-22 21:22:08+08:00,0,0,0,天津,f
今晚庄寒雁真的好给力，真想带大家揭竿而起了呀，她拿着那个烛台的样子，还真的很像蜜雪冰城 ,2025-03-22 20:33:30+08:00,351,28,7,福建,f
喝了混果汁 吃了烧烤 、海底捞 吃了蜜雪冰城的圣代  吃吃喝喝的一天 ,2025-03-22 21:20:05+08:00,0,0,0,广东,m
尊敬的雪王大人@蜜雪冰城  葡萄美式都出了 能不能再出一个桃桃美式啊 低热量低升糖！绝对卖翻好吗！！！！ ,2025-03-22 21:19:48+08:00,0,0,0,重庆,f
你们说， 蜜雪冰城被媒体咬住不放， 会不会是因为…… ,2025-03-22 07:20:51+08:00,1972,109,471,上海,m
今天吃了蜜雪冰城那个香芋原味霜炫冰淇淋， 朋友说像文野的西格玛啊啊啊啊啊啊啊啊 ,2025-03-22 21:19:27+08:00,2,1,0,重庆,f
最近蜜雪冰城在港股上市，市值破1500亿港币，营收破2百亿。 而另一家更早港股上市的奈雪的茶，去年营收营收51亿，利润为负8亿-9亿，市值更是只有21亿港币。 其他几家上市的，古茗和茶百道营收和利润都比奈雪好。 这里，他们有的主要区别是。 蜜雪冰城、古茗、茶百道都是加盟模式，而奈雪是直营模式。  ...全文,2025-03-22 12:07:10+08:00,11,0,2,上海,m
不行，蜜雪冰城的咖啡还是太难喝了 ,2025-03-22 21:19:01+08:00,0,0,0,陕西,m
一网友问:315为什么不打假老年人各种保健品忽悠店，却要去曝光蜜雪冰城的柠檬片？ ,2025-03-20 23:33:09+08:00,1012,99,58,山东,m
今天和我妈出去溜达吃了蜜雪冰城的香芋冰淇淋 正新甘梅大鸡排 还有青提糖葫芦 好开心啊啊啊啊和我妈出去就不怕想吃的吃不完了 因为可以两个人分着吃！ ,2025-03-22 21:18:12+08:00,2,0,0,河北,f
@蜜雪冰城 雪王啊，也不晓得这家是你们直营店还是加盟的，我真的很想投诉，既然写着晚上九点半下班，这家店大反而总是天天都没有最近你们上新的香芋冰淇淋，一天两天没有还可以谅解，老是这样就不能理解了，急着下班也不是这样的吧！提前一个多小就没料了？既然是上新强推产品就不能多备点材料吗？而另 ...全文,2025-03-22 21:18:08+08:00,0,0,0,重庆,m
还得是蜜雪 搞嘴里就得劲儿😋 ,2025-03-22 21:16:33+08:00,0,0,0,山东,m
经常能看到有些人为了在朋友圈或者网上炫耀，硬着头皮买蜜雪冰城，虚荣心获得的认同感都是很虚假的。 要为了喝而买，而不是为了让朋友高看一眼才买，虽然我平时没事也会买蜜雪冰城，但是我从来都不会发到网上炫耀，第一是财不外露，如果经常发，很容易被人盯上。第二是觉得没必要，可能对于有的人来说 ...全文,2025-03-22 21:16:13+08:00,3,13,1,辽宁,f
#生活手记#附近开了个蜜雪冰城，满十五抽奖，抽出来个不倒翁♥(｡￫v￩｡)♥好可爱ᥫ᭡ ,2025-03-22 21:15:37+08:00,0,0,0,广东,f
#蜜雪冰城鲜果切片常温过夜后继续用#柠檬过夜怎么了，一杯太便宜不送，两杯又喝不完，只能一杯放冰箱明天喝呀，应该有人和我一样的 泉州 ,2025-03-22 21:15:33+08:00,0,0,0,福建,f
#315蜜雪冰城#315给我柠檬水干涨价了呀！可真行#蜜雪冰城柠檬水#蜜雪冰城 ,2025-03-22 21:14:02+08:00,0,0,0,广东,f
蜜雪店里人比平常多，挺好，无耻的媒体开始输了。 ,2025-03-22 20:41:35+08:00,21,2,1,北京,m
路过蜜雪冰城 消费一笔 ,2025-03-22 18:28:53+08:00,58,15,0,浙江,f
快九点的时候我家楼下的蜜雪冰城还在排队，我甚至是提前在小程序下了单，还是到店等了将近二十分钟……这是为了不让柠檬片过夜所做出的必要的牺牲，虽然但是我点的是玫瑰雪顶😃好喝，上次的玫瑰撞奶，好喝！我本来是想买香芋的什么东西，但是售罄，大悲大悲 ,2025-03-22 21:13:50+08:00,1,2,0,河南,m
做个蜜雪冰城的小组作业弄得一辈子都不想喝蜜雪冰城 我接下来把市面上所有烟酒的牌子都做个研报岂不是长命百岁 ,2025-03-22 21:11:20+08:00,0,1,0,新加坡,m
做个蜜雪冰城的小组作业弄得一辈子都不想喝蜜雪冰城 我接下来把市面上所有烟酒的牌子都做个研报岂不是长命百岁 ,2025-03-22 21:11:20+08:00,0,1,0,新加坡,m
恭喜这几位中了蜜雪冰城的朋友 ,2025-03-22 20:50:51+08:00,41,10,0,福建,f
315严选#蜜雪冰城# ,2025-03-22 21:11:07+08:00,0,0,0,海南,f
这个好喝！！！感觉现在喝蜜雪冰城是一件很高端的事 ,2025-03-22 21:10:51+08:00,0,0,0,湖北,f
嗝，蜜雪冰城是唯一一个315后更火爆的 ,2025-03-22 21:10:41+08:00,1,0,0,天津,m
不要再问我为什么只喝蜜雪冰城了 坐标农村你满意了吧！ ,2025-03-22 21:09:09+08:00,0,2,0,河南,m
为什么上海开不起来蜜雪冰城 ,2025-03-21 22:40:52+08:00,33,43,0,广东,f
哈！张雪峰的金身又添一分！我妈刚喊我不要喝蜜雪冰城了，不好？我说咋不好？说315晚会都演了，不好。我说咋不好啊？就是不好！反复好几次，我妈生气了，说人家都说不好，你听着就是了，还问咋不好？对啊！媒体们多强啊，315晚会上蜜雪冰城的字都没有，就是连着造势，不知道的人都信，说雪王不好，可雪 ...全文,2025-03-22 21:08:37+08:00,0,0,0,山东,f
#蜜雪冰城山楂莓莓#踩雷，便宜但难喝 ,2025-03-22 21:08:35+08:00,0,1,0,上海,f
•今天又跟dream吃甜筒 去买的时候店员说香草的好硬挖不动，叫我们要不去隔壁蜜雪冰城买吧 •很久没喝可乐了 决定放弃抵抗 •陶艺课 第一次觉得自己小有天赋型选手 •别人陶泥斯斯文文一小块 我们简单粗暴粗鲁的二十斤 ,2025-03-22 21:08:06+08:00,0,0,0,广东,f
蜜雪，好！@金规泙 ,2025-03-22 21:07:28+08:00,0,0,0,福建,m
我有一杯喝了一半的蜜雪冰城在班里，我现在要回班去拿了 ,2025-03-22 21:07:21+08:00,2,4,0,河南,f
蜜雪冰城的山楂酸奶好好喝 酸酸的 ,2025-03-22 21:05:20+08:00,0,0,0,安徽,f
感谢小雪！免费的冰淇淋吃上啦！@蜜雪冰城 ,2025-03-22 21:04:47+08:00,0,0,0,山东,f
大晚上的造孽啊 你是怕它明天变隔夜吗 #蜜雪冰城##傻子老公# ,2025-03-22 21:04:38+08:00,0,0,0,山东,f
蜜雪冰城大杯珍珠奶茶 &amp; 蜜雪冰城大杯珍珠奶茶 &amp; 蜜雪冰城大杯珍珠奶茶 &amp; 蜜雪冰城大杯珍珠奶茶 杭州·蜜雪冰城 ,2025-03-22 21:04:07+08:00,0,1,0,浙江,m
工资一降再降… 消费水平也一降再降… 之前说睫毛膏从几百用到几十 现在 饮料从蜜雪冰城都换成吕小哥了…  工资再降一降 饮料不喝了 妆也不化了 不消费了 消费不起了   我：“这个月钱花的太极限了…” 妈：“没到月底钱不够花了？” ,2025-03-22 21:04:04+08:00,0,4,0,河南,f
明天想喝一杯蜜雪冰城柠檬水 ,2025-03-22 21:03:33+08:00,0,1,0,福建,f
有钱就是任性！我往红包里塞了现金大奖，能不能抢到就要看你们对我是不是死心塌地啦！  这个是真好蹭啊 红包 陈哲远  梁洁 祝绪丹 张凌赫 敖瑞鹏 顾茜茜 李昀锐 孟子义  卢昱晓 王星越 周翊然 这也太好蹭了  我来了 我来44 听说秒上 买星巴克总会不自觉地套上其他品牌的杯套，因为害怕我的购买频 ...全文,2025-03-22 21:02:15+08:00,0,0,0,山东,m
叮~！您使用 “蜜雪冰城” 发布的微博，已被超话君收录到您的专属超话 蜜雪冰城 中了凹~想知道粉丝们都在超话里聊些什么嘛~快来宠粉翻牌吧！直达现场&gt;&gt;  蜜雪冰城,2025-03-22 18:00:03+08:00,0,0,0,,m
到了桃子🍑的季节了吗？,2025-03-22 18:29:50+08:00,1,0,0,河南,f
第一,2025-03-22 18:01:01+08:00,1,0,0,北京,f
可爱嘻嘻！,2025-03-22 20:31:22+08:00,0,0,0,新疆,f
是有新品了嘛，雪王。又努力工作了一天,2025-03-22 18:42:51+08:00,0,0,0,天津,f
雪，看我名字,2025-03-22 18:10:15+08:00,0,0,0,陕西,m
我哭亖，雪王是真用水果啊,2025-03-22 18:02:31+08:00,0,0,0,湖南,f
雪王打工哈哈哈哈哈,2025-03-22 20:52:20+08:00,0,0,0,河南,f
再说一次！香芋大圣代！！,2025-03-22 20:49:25+08:00,0,0,0,四川,f
